timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-12T16:41:08.530936,3408,move_left,443.0,298.5,dx=-30.6px
2026-06-12T16:41:11.683030,3500,move_left,379.0,300.5,dx=-53.0px
2026-06-12T16:41:13.229465,3540,move_right,404.33,307.5,dx=25.5px
2026-06-12T16:41:14.201346,3568,move_left,331.5,300.0,dx=-72.8px
2026-06-12T16:41:14.446332,3572,move_right,353.4342,292.463,dx=21.9px
2026-06-12T16:41:14.727334,3576,move_up,381.79615047839997,259.70860157600004,dy=-32.8px
2026-06-12T16:41:15.010332,3584,blink,394.88677795105855,235.55671319883842,
2026-06-12T16:41:15.018332,3584,move_up,394.88677795105855,235.55671319883842,dy=-24.2px
2026-06-12T16:41:19.137516,3648,blink,330.1076779442632,318.49396414016405,
2026-06-12T16:41:19.545620,3660,blink,330.1076779442632,318.49396414016405,
2026-06-12T16:41:26.460640,3864,move_right,385.0,308.5,dx=54.9px
2026-06-12T16:41:28.300638,3892,move_left,291.44617670075985,293.07750071009275,dx=-44.5px
2026-06-12T16:41:29.032171,3912,move_left,262.19801782659266,288.11045055387234,dx=-29.2px
2026-06-12T16:41:30.738066,3960,move_left,242.0,282.5,dx=-20.2px
2026-06-12T16:41:33.777565,4020,blink,355.0,335.5,
2026-06-12T16:41:33.778565,4020,move_right,355.0,335.5,dx=49.8px
2026-06-12T16:41:33.778565,4020,move_down,355.0,335.5,dy=27.8px
2026-06-12T16:41:34.348566,4028,move_right,402.60268069817926,305.12515455951234,dx=24.5px
2026-06-12T16:41:34.660567,4032,blink,398.8171473179323,303.1075381902901,
2026-06-12T16:41:41.819551,4192,move_right,491.5,262.0,dx=53.8px
2026-06-12T16:41:41.820505,4192,move_up,491.5,262.0,dy=-39.4px
2026-06-12T16:41:42.507503,4204,move_left,455.4723982058241,280.75383492777604,dx=-22.5px
2026-06-12T16:41:48.490112,4248,move_left,377.26333380223775,272.20193809452337,dx=-68.0px
2026-06-12T16:41:56.441361,4468,smile,226.5,239.5,
2026-06-12T16:41:56.441361,4468,move_left,226.5,239.5,dx=-150.8px
2026-06-12T16:41:56.441361,4468,move_up,226.5,239.5,dy=-32.7px
2026-06-12T16:41:58.711586,4472,move_right,282.5341,239.5,dx=56.0px
2026-06-12T16:42:01.002655,4476,blink,382.32850797409606,251.30049200000002,
2026-06-12T16:42:03.272382,4496,move_right,420.21329811612327,263.27700707958405,dx=24.6px
2026-06-12T16:42:03.940043,4500,move_left,394.2063725305762,259.58606552207556,dx=-26.0px
2026-06-12T16:42:08.703637,4608,smile,233.5,239.5,
2026-06-12T16:42:08.718648,4608,move_left,233.5,239.5,dx=-160.7px
2026-06-12T16:42:08.719376,4608,move_up,233.5,239.5,dy=-20.1px
2026-06-12T16:42:09.103826,4620,smile,233.5,239.5,
2026-06-12T16:42:17.502151,4868,move_right,469.5,241.0,dx=236.0px
2026-06-12T16:42:19.791468,4924,move_left,372.0,244.0,dx=-103.1px
2026-06-12T16:42:20.959456,4956,move_left,320.0,241.0,dx=-42.5px
2026-06-12T16:42:23.580492,5032,move_right,419.5,236.5,dx=99.5px
2026-06-12T16:42:38.052106,5440,move_right,497.0,353.5,dx=38.1px
2026-06-12T16:42:38.053107,5440,move_down,497.0,353.5,dy=79.2px
2026-06-12T16:42:38.586106,5448,move_left,442.86693250089604,349.36999343360003,dx=-39.7px
2026-06-12T16:42:47.026186,5640,blink,454.0,362.0,
2026-06-12T16:42:47.490186,5652,blink,453.1068,360.1652,
2026-06-12T16:42:50.224851,5728,blink,462.39,358.89,
2026-06-12T16:42:50.610006,5740,blink,462.39,358.89,
2026-06-12T16:42:51.218266,5756,blink,464.5,354.5,
2026-06-12T16:42:51.778267,5768,blink,467.606048,355.66089600000004,
2026-06-12T16:42:52.627268,5780,blink,494.4186989314243,362.5952940010629,
2026-06-12T16:42:53.588267,5792,blink,503.38408080501017,360.6058335624771,
2026-06-12T16:42:54.458272,5804,blink,501.94898240354394,359.53752334338446,
2026-06-12T16:43:05.057476,6012,move_left,449.0,343.5,dx=-22.6px
2026-06-12T16:43:11.192995,6172,blink,453.83561623264086,322.92700775202917,
2026-06-12T16:43:11.466995,6176,move_up,455.0344873544322,293.653133382741,dy=-29.3px
