timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-12T07:47:30.868257,2432,blink,337.0,250.0,
2026-06-12T07:47:31.269740,2448,move_right,410.0,255.5,dx=73.0px
2026-06-12T07:47:31.699507,2456,move_right,435.0,249.5,dx=25.0px
2026-06-12T07:47:34.800956,2496,move_left,383.0,255.0,dx=-52.0px
2026-06-12T07:47:42.555102,2584,move_right,361.0,263.0,dx=48.5px
2026-06-12T07:47:44.346498,2596,move_right,426.0,266.0,dx=25.5px
2026-06-12T07:47:45.571220,2604,move_right,472.0,266.5,dx=26.0px
2026-06-12T07:47:46.740227,2612,move_right,518.0,263.0,dx=24.5px
2026-06-12T07:47:47.325302,2616,blink,486.5,262.5,
2026-06-12T07:47:47.325522,2616,move_left,486.5,262.5,dx=-31.5px
2026-06-12T07:47:49.979961,2648,move_left,433.0,278.5,dx=-22.5px
2026-06-12T07:47:50.532700,2652,blink,439.0,278.0,
2026-06-12T07:47:51.107296,2656,move_right,504.5,273.5,dx=65.5px
2026-06-12T07:48:24.666243,3408,move_up,508.5,223.0,dy=-45.5px
2026-06-12T07:48:26.320523,3424,blink,491.5,247.0,
2026-06-12T07:48:29.719549,3512,move_left,391.5,275.5,dx=-100.0px
2026-06-12T07:48:29.719966,3512,move_down,391.5,275.5,dy=28.5px
2026-06-12T07:48:30.732948,3520,move_right,438.5,271.5,dx=27.0px
2026-06-12T07:48:35.342823,3556,blink,514.5,257.0,
2026-06-12T07:48:49.412523,3860,move_up,517.5,236.5,dy=-20.5px
2026-06-12T07:48:54.172613,3936,move_left,485.0,243.5,dx=-22.0px
2026-06-12T07:48:55.111525,3944,blink,478.5,244.5,
2026-06-12T07:48:56.059017,3952,move_right,510.0,240.0,dx=49.0px
2026-06-12T07:49:29.301673,4636,move_left,394.5,267.5,dx=-128.0px
2026-06-12T07:49:29.301980,4636,move_down,394.5,267.5,dy=28.5px
2026-06-12T07:49:33.060523,4708,move_right,509.5,266.0,dx=116.0px
2026-06-12T07:49:34.339344,4728,blink,517.5,263.5,
2026-06-12T07:49:34.913216,4740,blink,480.5,279.5,
2026-06-12T07:49:35.407080,4748,move_left,429.0,278.0,dx=-51.5px
2026-06-12T07:49:36.111612,4756,blink,443.0,274.0,
2026-06-12T07:49:36.570769,4760,move_right,464.5,276.0,dx=21.5px
2026-06-12T07:49:39.974758,4796,blink,440.0,278.5,
2026-06-12T07:49:40.292842,4804,move_left,384.5,288.5,dx=-55.5px
2026-06-12T07:49:40.894389,4812,blink,371.0,292.0,
2026-06-12T07:49:43.022802,4880,move_down,355.5,319.5,dy=27.5px
2026-06-12T07:49:46.271607,4928,move_left,272.0,305.0,dx=-43.5px
2026-06-12T07:49:52.694466,4976,blink,209.0,300.0,
2026-06-12T07:49:52.694617,4976,move_left,209.0,300.0,dx=-26.0px
2026-06-12T07:49:53.569892,4988,move_right,276.0,296.0,dx=77.5px
2026-06-12T07:49:54.463131,5000,move_right,381.0,282.0,dx=44.5px
2026-06-12T07:49:55.004912,5004,blink,367.0,288.0,
2026-06-12T07:49:56.676156,5016,blink,366.0,302.5,
2026-06-12T07:49:58.081136,5028,blink,409.0,294.0,
2026-06-12T07:49:58.081302,5028,move_right,409.0,294.0,dx=25.0px
2026-06-12T07:49:59.388959,5036,move_right,480.5,272.5,dx=48.5px
2026-06-12T07:50:00.992287,5076,move_left,410.0,288.0,dx=-114.5px
2026-06-12T07:50:02.659301,5108,move_left,337.5,290.0,dx=-44.5px
2026-06-12T07:50:03.780932,5116,move_left,317.5,288.0,dx=-21.0px
2026-06-12T07:50:07.487532,5164,move_right,313.0,287.5,dx=43.0px
2026-06-12T07:50:08.365336,5172,move_right,344.5,285.0,dx=27.5px
2026-06-12T07:50:10.343100,5188,move_right,402.0,281.0,dx=23.5px
2026-06-12T07:50:12.580464,5204,move_right,493.5,273.5,dx=72.0px
2026-06-12T07:50:14.290642,5220,move_left,438.0,288.5,dx=-82.5px
2026-06-12T07:50:14.896028,5228,move_left,400.5,284.0,dx=-37.5px
2026-06-12T07:50:15.559057,5248,move_right,497.0,270.0,dx=96.5px
2026-06-12T07:50:26.379243,5484,blink,489.0,295.0,
2026-06-12T07:50:26.379377,5484,move_down,489.0,295.0,dy=25.0px
2026-06-12T07:50:26.978370,5496,blink,469.5,296.5,
2026-06-12T07:50:32.467891,5604,blink,379.5,281.5,
2026-06-12T07:50:32.467997,5604,move_left,379.5,281.5,dx=-90.0px
2026-06-12T07:50:33.677013,5628,move_right,406.5,284.5,dx=27.0px
2026-06-12T07:50:34.549464,5636,move_right,488.5,258.0,dx=48.5px
2026-06-12T07:50:49.004979,5924,blink,485.5,255.0,
2026-06-12T07:50:50.126606,5936,blink,455.0,257.0,
2026-06-12T07:50:50.679290,5948,blink,449.5,250.0,
2026-06-12T07:50:51.264643,5980,move_right,476.0,271.0,dx=26.5px
2026-06-12T07:50:51.264791,5980,move_down,476.0,271.0,dy=21.0px
2026-06-12T07:50:52.475043,6000,move_left,414.5,280.5,dx=-61.5px
2026-06-12T07:50:54.620338,6032,move_left,382.0,245.5,dx=-20.5px
2026-06-12T07:50:55.990228,6048,blink,353.0,239.5,
2026-06-12T07:50:57.365443,6064,move_right,394.5,228.0,dx=27.0px
2026-06-12T07:50:58.523584,6072,move_left,397.0,240.5,dx=-23.5px
2026-06-12T07:50:59.489482,6084,move_right,431.5,258.0,dx=29.5px
2026-06-12T07:51:00.116281,6088,blink,432.0,262.5,
2026-06-12T07:51:00.754928,6108,move_right,493.5,269.5,dx=61.5px
2026-06-12T07:51:01.341334,6112,blink,515.5,273.5,
2026-06-12T07:51:02.065816,6124,blink,518.0,276.0,
2026-06-12T07:51:25.538587,6664,blink,498.0,287.5,
2026-06-12T07:51:27.533858,6680,blink,519.5,285.0,
2026-06-12T07:51:34.212561,6836,move_left,434.0,285.0,dx=-85.5px
2026-06-12T07:51:36.994008,6892,move_right,500.5,292.0,dx=66.5px
2026-06-12T07:51:38.154057,6912,move_left,454.5,292.5,dx=-45.0px
2026-06-12T07:52:06.923879,7488,move_right,484.5,280.0,dx=30.0px
2026-06-12T07:52:16.257727,7560,move_left,471.0,282.5,dx=-26.0px
2026-06-12T07:52:17.245509,7568,move_left,403.0,265.5,dx=-41.0px
2026-06-12T07:52:17.848088,7588,move_right,521.0,297.0,dx=118.0px
2026-06-12T07:52:17.848279,7588,move_down,521.0,297.0,dy=31.5px
2026-06-12T07:52:18.579859,7600,move_left,473.5,284.5,dx=-47.5px
2026-06-12T07:52:18.925779,7604,blink,456.5,282.5,
2026-06-12T07:52:19.661184,7608,move_left,425.0,282.5,dx=-31.5px
2026-06-12T07:52:21.567409,7620,blink,413.5,283.0,
2026-06-12T07:52:24.183810,7632,blink,399.5,288.0,
