timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-12T18:06:43.642761,2108,move_up,131.0,238.5,dy=-21.3px
2026-06-12T18:06:57.926549,2136,blink,142.04738194213925,238.33077711574873,
2026-06-12T18:07:08.275796,2168,move_right,175.87405510605961,239.92191978836908,dx=24.1px
2026-06-12T18:07:14.842499,2220,move_right,474.5,324.5,dx=260.1px
2026-06-12T18:07:14.842499,2220,move_down,474.5,324.5,dy=85.8px
2026-06-12T18:07:53.675036,3336,move_left,128.39000000000001,292.44000000000005,dx=-346.1px
2026-06-12T18:07:53.675036,3336,move_up,128.39000000000001,292.44000000000005,dy=-32.1px
2026-06-12T18:07:58.241938,3344,blink,126.94006286057225,294.6645216396898,
2026-06-12T18:08:57.998347,4752,move_right,287.9494,314.3722,dx=160.5px
2026-06-12T18:08:57.999344,4752,move_down,287.9494,314.3722,dy=20.3px
2026-06-12T18:09:03.927921,4764,move_left,258.1859593671745,307.5753801485931,dx=-27.0px
2026-06-12T18:09:06.742773,4784,move_left,195.2014860038969,293.5150460042147,dx=-63.0px
2026-06-12T18:09:41.695178,5676,move_right,236.69865842080003,261.489341608,dx=51.1px
2026-06-12T18:09:41.696173,5676,move_up,236.69865842080003,261.489341608,dy=-25.2px
2026-06-12T18:10:22.174289,6596,move_left,210.0,264.5,dx=-64.6px
2026-06-12T18:10:44.460120,6896,move_left,131.5,229.5,dx=-42.6px
2026-06-12T18:10:51.425531,6964,move_right,168.0364560618272,237.67016425334918,dx=35.5px
2026-06-12T18:11:04.573805,6988,blink,216.53078532874758,243.0670179704108,
2026-06-12T18:11:59.456515,8292,move_left,185.93166928160002,289.27855830880003,dx=-30.6px
2026-06-12T18:11:59.457511,8292,move_down,185.93166928160002,289.27855830880003,dy=46.2px
2026-06-12T18:12:37.095021,9164,move_right,293.5,320.0,dx=111.0px
2026-06-12T18:12:37.095021,9164,move_down,293.5,320.0,dy=40.5px
2026-06-12T18:12:47.130080,9324,move_left,211.0,322.0,dx=-70.0px
2026-06-12T18:14:28.428687,11884,move_up,212.8026,257.155276,dy=-56.0px
2026-06-12T18:14:39.513933,12052,move_right,289.87666584000004,292.28002072000004,dx=77.1px
2026-06-12T18:14:39.514926,12052,move_down,289.87666584000004,292.28002072000004,dy=35.1px
2026-06-12T18:15:08.724432,12684,smile,428.0,239.5,
2026-06-12T18:15:08.724432,12684,move_right,428.0,239.5,dx=138.1px
2026-06-12T18:15:08.725429,12684,move_up,428.0,239.5,dy=-52.8px
