timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-12T17:06:37.920073,2020,move_down,233.9968,290.80760000000004,dy=53.3px
2026-06-12T17:07:02.038768,2436,move_left,156.0,298.5,dx=-67.4px
2026-06-12T17:07:47.138695,3572,move_right,244.5,267.0,dx=64.0px
2026-06-12T17:07:54.995887,3616,move_right,291.1119893590972,250.5268969571306,dx=28.0px
2026-06-12T17:08:08.389244,3900,move_left,162.9576356493592,210.59073628829725,dx=-128.2px
2026-06-12T17:08:08.390233,3900,move_up,162.9576356493592,210.59073628829725,dy=-39.9px
2026-06-12T17:08:18.680890,3920,move_right,199.0592377356013,206.62425536183542,dx=30.3px
2026-06-12T17:08:43.049168,4248,move_left,119.53999999999999,263.6374,dx=-124.8px
2026-06-12T17:08:43.051158,4248,move_down,119.53999999999999,263.6374,dy=58.0px
2026-06-12T17:08:45.640094,4260,blink,108.25756266239999,264.473668046944,
2026-06-12T17:09:07.269546,4728,move_right,209.0,317.5,dx=105.4px
2026-06-12T17:09:07.270551,4728,move_down,209.0,317.5,dy=51.6px
2026-06-12T17:09:30.383617,5060,move_left,118.0,280.5,dx=-90.3px
2026-06-12T17:09:30.384616,5060,move_up,118.0,280.5,dy=-34.7px
2026-06-12T17:09:40.305214,5324,move_right,149.0,292.0,dx=31.0px
2026-06-12T17:10:56.357940,7572,move_right,448.0,195.5,dx=299.0px
2026-06-12T17:10:56.357940,7572,move_up,448.0,195.5,dy=-96.5px
2026-06-12T17:10:58.693461,7576,move_down,456.88263600000005,229.39345600000001,dy=33.9px
2026-06-12T17:11:01.625300,7584,move_down,462.24314906754745,271.77565131021356,dy=29.9px
2026-06-12T17:12:29.560891,10096,blink,202.5,190.0,
2026-06-12T17:12:29.560891,10096,smile,202.5,190.0,
2026-06-12T17:12:29.561883,10096,move_left,202.5,190.0,dx=-262.1px
2026-06-12T17:12:29.562884,10096,move_up,202.5,190.0,dy=-93.7px
2026-06-12T17:12:29.942915,10108,blink,202.5,190.0,
2026-06-12T17:12:29.943914,10108,smile,202.5,190.0,
2026-06-12T17:12:30.340454,10120,blink,202.5,190.0,
2026-06-12T17:12:30.340454,10120,smile,202.5,190.0,
